E1,E1,E1,E1,E1,E1,E1,KWH,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,20170529,0.075,0.087,0.106,0.081,0.087,0.125,0.119,0.087,0.075,0.094,0.2,0.15,0.194,0.319,0.456,0.563,0.344,0.263,0.056,0.069,0.087,0.063,0.087,0.087,0.119,0.056,0.063,0.1,0.106,0.069,0.1,0.063,0.081,0.094,0.119,0.1,0.494,0.7,0.45,0.475,0.444,0.512,0.15,0.094,0.075,0.106,0.069,0.081,A,,,
300,20170530,0.119,0.113,0.081,0.063,0.094,0.069,0.063,0.094,0.075,0.119,0.075,0.087,0.075,0.631,0.306,0.706,0.338,0.525,0.344,0.163,0.131,0.206,0.237,0.188,0.237,0.144,0.131,0.125,0.15,0.119,0.119,0.156,0.163,0.313,0.325,0.331,0.287,0.3,0.444,0.694,1.031,0.425,0.294,0.106,0.069,0.069,0.075,0.087,A,,,
300,20170531,0.063,0.081,0.15,0.138,0.069,0.063,0.081,0.081,0.063,0.794,0.444,0.188,0.106,0.094,0.294,0.625,0.275,0.225,0.094,0.056,0.056,0.113,0.081,0.094,0.056,0.063,0.094,0.056,0.063,0.094,0.056,0.1,0.075,0.106,0.056,0.244,0.544,0.456,0.494,0.444,1.238,0.406,0.338,0.119,0.1,0.131,0.081,0.094,A,,,
300,20170601,0.113,0.081,0.106,0.106,0.131,0.075,0.075,0.113,0.081,0.131,0.081,0.075,0.094,0.394,0.656,0.412,0.313,0.244,0.106,0.081,0.094,0.1,0.081,0.106,0.15,0.156,0.081,0.081,0.125,0.081,0.075,0.119,0.081,0.094,0.119,0.125,0.119,0.113,0.087,0.644,0.969,0.487,0.188,0.15,0.106,0.206,0.131,0.094,A,,,
300,20170602,0.081,0.106,0.169,0.138,0.075,0.113,0.1,0.131,0.075,0.1,0.094,0.075,0.1,0.25,0.569,0.838,0.456,0.094,0.056,0.087,0.069,0.056,0.081,0.063,0.063,0.106,0.1,0.075,0.056,0.094,0.056,0.056,0.094,0.056,0.075,0.087,0.113,0.056,0.069,0.075,0.056,0.069,0.212,0.738,0.338,0.381,0.075,0.113,A,,,
300,20170603,0.094,0.069,0.1,0.087,0.113,0.069,0.063,0.094,0.063,0.056,0.1,0.106,0.075,0.163,0.362,0.081,0.081,0.394,0.306,0.375,1.238,0.919,0.869,1.019,0.494,0.194,0.069,0.063,0.113,0.1,0.069,0.063,0.094,0.056,0.063,0.106,0.463,0.794,0.406,0.338,0.388,0.331,0.319,0.4,0.125,0.106,0.069,0.094,A,,,
300,20170604,0.106,0.063,0.087,0.1,0.106,0.069,0.063,0.1,0.063,0.069,0.106,0.075,0.087,0.256,0.281,0.519,0.175,0.206,0.287,0.45,1.131,0.769,0.325,0.356,1.225,0.55,0.231,0.15,1.263,0.425,0.219,0.231,0.537,0.569,0.256,0.156,0.181,0.156,0.094,0.144,0.125,0.275,0.438,0.15,0.138,0.1,0.106,0.081,A,,,
300,20170605,0.1,0.094,0.081,0.125,0.081,0.113,0.075,0.069,0.106,0.075,0.106,0.144,0.094,0.144,0.281,0.481,0.575,0.138,0.094,0.087,0.081,0.125,0.081,0.113,0.075,0.087,0.1,0.075,0.131,0.1,0.094,0.075,0.1,0.081,0.069,0.188,0.381,0.613,0.287,0.338,0.806,0.813,0.175,0.113,0.138,0.075,0.063,0.119,A,,,
300,20170606,0.069,0.063,0.119,0.063,0.063,0.119,0.063,0.063,0.15,0.188,0.237,0.087,0.113,0.069,0.5,0.981,0.6,0.169,0.069,0.081,0.119,0.075,0.1,0.106,0.069,0.138,0.075,0.075,0.131,0.075,0.081,0.131,0.075,0.075,0.144,0.331,0.569,0.481,0.425,0.644,0.306,0.106,0.106,0.069,0.119,0.106,0.087,0.081,A,,,
300,20170607,0.119,0.094,0.094,0.081,0.113,0.094,0.087,0.087,0.1,0.094,0.506,0.075,0.375,0.394,0.4,0.95,0.344,0.106,0.106,0.094,0.087,0.063,0.069,0.1,0.075,0.075,0.056,0.1,0.075,0.069,0.063,0.1,0.075,0.075,0.081,0.063,0.094,0.075,0.069,0.056,0.494,0.919,0.106,0.075,0.1,0.063,0.075,0.094,A,,,
300,20170608,0.081,0.087,0.113,0.094,0.113,0.113,0.113,0.125,0.125,0.113,0.1,0.125,0.369,0.375,0.619,0.463,0.369,0.094,0.081,0.119,0.094,0.081,0.119,0.087,0.087,0.119,0.081,0.094,0.119,0.081,0.087,0.113,0.081,0.094,0.1,0.094,0.406,0.625,0.487,0.919,0.938,0.375,0.106,0.106,0.081,0.087,0.087,0.081,A,,,
300,20170609,0.106,0.075,0.081,0.094,0.081,0.081,0.087,0.081,0.081,0.1,0.338,0.15,0.113,0.106,0.244,0.769,0.456,0.194,0.169,0.094,0.094,0.075,0.075,0.081,0.075,0.094,0.069,0.069,0.094,0.075,0.075,0.081,0.069,0.075,0.119,0.169,0.163,0.15,0.156,0.144,0.156,0.15,0.544,0.306,0.081,0.075,0.075,0.087,A,,,
300,20170610,0.069,0.063,0.069,0.081,0.081,0.075,0.056,0.075,0.075,0.056,0.075,0.075,0.119,0.087,0.119,0.313,0.319,0.362,0.469,0.806,0.675,0.431,0.281,0.231,0.906,0.456,0.15,0.144,0.681,0.544,0.113,0.138,0.212,0.219,0.144,0.1,0.113,0.156,0.144,0.087,0.144,0.075,0.181,0.4,0.069,0.081,0.063,0.087,A,,,
300,20170611,0.075,0.081,0.056,0.081,0.063,0.094,0.094,0.106,0.1,0.113,0.087,0.113,0.094,0.144,0.113,0.125,0.569,0.35,0.131,0.131,0.113,0.125,0.469,1.019,0.275,0.269,0.263,0.237,0.244,0.169,0.131,0.169,0.163,0.644,1.219,1.019,0.412,0.594,0.537,0.406,0.406,0.306,0.144,0.113,0.081,0.081,0.1,0.081,A,,,
300,20170612,0.087,0.094,0.056,0.106,0.063,0.087,0.081,0.063,0.069,0.087,0.081,0.063,0.069,0.087,0.081,0.056,0.081,0.456,0.375,0.625,0.537,0.65,0.269,0.113,0.087,0.069,0.087,0.094,0.438,0.356,0.263,0.138,0.087,0.081,0.1,0.087,0.063,0.1,0.063,0.087,0.081,0.056,0.306,0.188,0.087,0.081,0.056,0.087,A,,,
300,20170613,0.081,0.069,0.081,0.075,0.081,0.063,0.081,0.075,0.081,0.063,0.313,0.138,0.069,0.144,0.662,0.881,0.7,0.306,0.075,0.087,0.087,0.075,0.081,0.087,0.075,0.069,0.094,0.075,0.056,0.106,0.063,0.069,0.081,0.081,0.075,0.069,0.063,0.1,0.056,0.075,0.362,0.456,0.094,0.075,0.081,0.081,0.075,0.069,A,,,
300,20170614,0.087,0.069,0.056,0.075,0.081,0.075,0.087,0.087,0.119,0.081,0.087,0.131,0.1,0.125,0.1,0.525,0.444,0.237,0.075,0.056,0.087,0.075,0.069,0.05,0.094,0.069,0.075,0.063,0.1,0.063,0.075,0.063,0.1,0.094,0.094,0.256,0.669,0.388,0.637,0.688,0.838,0.675,0.362,0.1,0.087,0.106,0.063,0.075,A,,,
300,20170615,0.075,0.063,0.106,0.087,0.144,0.131,0.069,0.063,0.075,0.081,0.087,0.087,0.063,0.075,0.056,0.769,0.725,0.194,0.087,0.056,0.075,0.075,0.056,0.075,0.081,0.094,0.094,0.063,0.075,0.075,0.056,0.087,0.1,0.081,0.056,0.075,0.094,0.613,0.494,1.025,1.1,0.85,0.388,0.256,0.244,0.225,0.181,0.087,A,,,
300,20170616,0.087,0.094,0.125,0.1,0.075,0.094,0.081,0.119,0.119,0.119,0.087,0.094,0.075,0.094,0.456,0.656,0.506,0.344,0.138,0.119,0.125,0.1,0.125,0.113,0.144,0.138,0.119,0.125,0.1,0.1,0.1,0.106,0.119,0.081,0.1,0.113,0.125,0.131,0.156,0.144,0.113,0.194,0.869,0.731,0.144,0.125,0.175,0.169,A,,,
300,20170617,0.144,0.113,0.125,0.131,0.125,0.138,0.15,0.175,0.156,0.125,0.144,0.169,0.125,0.169,0.156,0.194,0.388,0.506,0.469,1.125,0.569,0.3,0.675,0.138,0.1,0.075,0.95,1.025,0.944,0.863,0.637,0.156,0.194,0.231,0.225,0.138,0.15,0.175,0.163,0.163,0.15,0.144,0.444,0.375,0.1,0.081,0.05,0.069,A,,,
300,20170618,0.069,0.05,0.069,0.069,0.081,0.081,0.063,0.069,0.05,0.069,0.05,0.069,0.181,0.194,0.738,0.294,0.113,0.15,0.15,0.125,0.156,0.181,0.138,0.113,0.119,0.119,0.925,0.362,0.212,0.831,0.344,0.331,0.531,0.881,0.45,1.594,1.294,1.294,1.069,1.144,0.956,0.419,0.163,0.081,0.138,0.087,0.087,0.075,A,,,
300,20170619,0.081,0.056,0.075,0.081,0.1,0.094,0.056,0.075,0.081,0.056,0.075,0.056,0.075,0.081,0.356,0.594,0.575,0.319,0.069,0.044,0.087,0.094,0.069,0.063,0.063,0.069,0.05,0.069,0.069,0.094,0.087,0.05,0.069,0.063,0.056,0.069,0.694,1.038,0.694,0.45,0.919,1.244,0.281,0.081,0.087,0.094,0.1,0.119,A,,,
300,20170620,0.081,0.087,0.081,0.081,0.087,0.081,0.113,0.1,0.094,0.094,0.113,0.094,0.081,0.081,0.269,0.85,0.456,0.287,0.244,0.188,0.181,0.175,0.144,0.169,0.163,0.156,0.131,0.113,0.125,0.138,0.15,0.144,0.225,0.175,0.163,0.212,0.4,0.688,0.55,0.662,0.875,0.588,0.3,0.219,0.113,0.1,0.1,0.075,A,,,
300,20170621,0.1,0.087,0.094,0.081,0.094,0.094,0.075,0.087,0.094,0.094,0.094,0.075,0.087,0.463,0.388,0.781,0.644,0.244,0.1,0.075,0.087,0.087,0.1,0.069,0.094,0.087,0.075,0.094,0.087,0.075,0.094,0.087,0.144,0.113,0.069,0.113,0.069,0.094,0.075,0.175,0.95,0.9,0.55,0.25,0.087,0.106,0.075,0.1,A,,,
300,20170622,0.1,0.081,0.106,0.075,0.119,0.081,0.1,0.087,0.087,0.1,0.144,0.1,0.081,0.131,0.869,0.544,0.444,0.094,0.094,0.094,0.075,0.094,0.087,0.094,0.087,0.094,0.087,0.075,0.094,0.087,0.094,0.081,0.081,0.087,0.081,0.131,0.438,0.375,0.519,0.606,0.594,0.588,0.163,0.106,0.069,0.094,0.075,0.081,A,,,
300,20170623,0.081,0.081,0.075,0.069,0.094,0.056,0.144,0.081,0.075,0.081,0.081,0.056,0.113,0.194,1.044,0.794,0.138,0.081,0.069,0.069,0.05,0.1,0.05,0.069,0.069,0.081,0.05,0.069,0.075,0.081,0.069,0.05,0.087,0.056,0.069,0.063,0.081,0.05,0.069,0.106,0.231,0.6,0.487,0.169,0.075,0.087,0.075,0.056,A,,,
300,20170624,0.081,0.081,0.069,0.069,0.075,0.075,0.056,0.081,0.081,0.056,0.075,0.081,0.063,0.075,0.287,0.775,0.844,0.681,0.731,1.181,0.519,1.406,0.813,0.869,0.338,0.169,0.581,1.181,1.381,1.513,1.075,0.512,0.106,0.081,0.075,0.15,0.1,0.081,0.075,0.056,0.081,0.075,0.075,0.125,0.481,0.144,0.087,0.069,A,,,
300,20170625,0.1,0.106,0.113,0.113,0.1,0.119,0.125,0.094,0.131,0.138,0.119,0.106,0.125,0.138,0.131,0.287,0.375,0.325,0.15,0.094,0.094,0.1,0.081,0.662,0.469,0.7,0.481,0.194,0.119,0.106,0.113,0.113,0.106,0.113,0.1,0.156,0.113,0.106,0.106,0.113,0.063,0.106,0.063,0.094,0.063,0.081,0.069,0.05,A,,,
300,20170626,0.044,0.05,0.094,0.069,0.05,0.05,0.05,0.106,0.05,0.05,0.05,0.044,0.05,0.05,0.106,0.044,0.05,0.05,0.05,0.087,0.075,0.106,0.05,0.044,0.113,0.056,0.05,0.05,0.05,0.05,0.05,0.05,0.044,0.113,0.05,0.044,0.05,0.069,0.1,0.044,0.05,0.05,0.1,0.063,0.05,0.044,0.069,0.094,A,,,
300,20170627,0.05,0.044,0.05,0.113,0.05,0.05,0.044,0.081,0.081,0.05,0.05,0.05,0.113,0.044,0.044,0.05,0.087,0.075,0.05,0.044,0.05,0.106,0.05,0.05,0.087,0.113,0.075,0.05,0.044,0.063,0.094,0.256,0.356,0.344,0.319,0.375,0.431,0.425,0.375,0.313,0.487,0.725,1.25,0.706,0.456,0.131,0.125,0.056,A,,,
300,20170628,0.063,0.125,0.063,0.063,0.087,0.1,0.069,0.081,0.106,0.106,0.081,0.087,0.144,0.106,0.125,0.619,0.506,0.338,0.05,0.063,0.106,0.056,0.05,0.094,0.069,0.05,0.044,0.119,0.05,0.05,0.063,0.106,0.05,0.05,0.113,0.05,0.65,0.769,0.725,0.825,0.662,0.975,0.713,0.125,0.081,0.081,0.138,0.138,A,,,
300,20170629,0.081,0.081,0.15,0.075,0.094,0.1,0.156,0.113,0.113,0.119,0.188,0.2,0.181,0.113,0.356,0.863,0.206,0.069,0.125,0.081,0.069,0.075,0.131,0.075,0.069,0.069,0.131,0.069,0.063,0.069,0.131,0.075,0.069,0.069,0.125,0.138,0.563,0.388,0.394,0.381,0.425,0.65,0.688,0.237,0.069,0.069,0.113,0.056,A,,,
300,20170630,0.056,0.113,0.063,0.056,0.069,0.106,0.056,0.075,0.094,0.138,0.069,0.094,0.525,0.756,0.744,0.544,0.331,0.194,0.113,0.1,0.05,0.087,0.138,0.05,0.056,0.069,0.1,0.05,0.05,0.087,0.075,0.056,0.05,0.087,0.075,0.144,0.281,0.225,0.212,0.25,0.231,0.775,1.025,0.688,0.125,0.106,0.113,0.056,A,,,
300,20170701,0.056,0.087,0.087,0.056,0.056,0.1,0.125,0.087,0.081,0.125,0.144,0.106,0.113,0.156,0.163,0.369,0.275,0.863,1.263,0.325,0.269,0.294,0.275,0.231,0.225,0.25,0.925,0.738,0.219,0.9,0.981,0.219,0.212,0.35,0.287,0.406,0.925,0.431,0.356,0.45,0.481,0.512,0.769,0.838,0.15,0.069,0.131,0.063,A,,,
300,20170702,0.056,0.106,0.075,0.056,0.087,0.081,0.087,0.087,0.15,0.106,0.106,0.125,0.15,0.131,0.113,0.131,0.206,0.5,0.263,0.212,0.25,0.194,0.181,0.194,0.237,0.281,0.787,0.55,0.344,0.219,0.175,0.181,0.237,0.275,0.338,0.344,0.3,0.381,0.775,0.35,0.325,0.475,0.656,0.581,0.163,0.081,0.081,0.138,A,,,
